,A,B,C,D,E,F,G,H
6.0,8661552,6397167,6451830,6956638,7987472,6202952,6813248,8343648
14.0,8774032,6571929,6585096,7239076,7926904,6459828,7080899,8651488
22.0,9090752,6849633,6878361,7525934,8620488,6700326,7358463,9142848
