,1,10,11,12,13,14,15,2,3,4,5,6,7,8
8.0,379,378,452,378,439,379,378,443,389,385,390,442,385,453
18.0,379,378,452,378,439,379,378,443,389,385,390,442,385,453
26.0,379,378,452,378,439,379,378,443,389,385,390,442,385,453
