,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,4989474,6246905,4171875,4862466,4922001,4142976,4456524,6413505,4166080,4934790,4268625,6017830,4665796,4253184,5931648,5981512,4109184,4572472
18.0,5311404,6450395,4359375,5077674,5118687,4329984,4678320,6569990,4387125,5208210,4444500,6509300,4871836,4495104,6056850,6157662,4287744,4971220
28.0,5440176,6697915,4536750,5140296,5177781,4532352,4857696,6810965,4594720,5299497,4555125,6602715,4967180,4487808,6229748,6198312,4418688,4845980
