,1,10,13,14,15,16,17,18,19,20,21,22,23,24,26,27,29,31,33,34,6,7,8
2.0,3379916,,2880219,3418222,3379916,2880219,2827436,2827436,2880219,3298810,3296456,2880219,2827436,2827436,2827436,2827436,,,2880219,3379916,,2827436,2827436
4.0,3432132,,2926506,3471294,3432132,2926506,2872904,2872904,2926506,3350384,3330482,2926506,2872904,2872904,2872904,2872904,,,2926506,3432132,,2872904,2872904
6.0,3484990,,2973210,3524580,3484990,2973210,2918372,2918372,2973210,3388476,3435342,2973210,2918372,2918372,2918372,2918372,,,2973210,3484990,,2918372,2918372
