,10,110,116117,13,14,15,16,17,18,20,201,21,22,223-224,23-24,2324,24,2425,25,26,27,28,29,3,30,316,4,5,516,521,528,6,604,605,606,621,625,7,706,717,720,727,8,830,9
3.0,400,440,445,335,392,318,199,250,462,430,,250,211,490,534,490,250,390,265,271,254,270,299,385,291,202,360,280,202,250,270,250,325,250,250,250,250,405,250,250,440,245,453,265,440
6.0,400,440,445,335,335,318,199,250,462,430,,250,211,490,534,534,250,390,265,265,245,270,290,385,291,202,360,280,202,250,270,250,325,250,250,250,250,405,250,250,440,245,370,265,440
9.0,290,440,445,315,255,202,202,250,270,250,,250,211,490,534,534,250,390,265,260,245,270,290,330,291,202,360,280,202,250,270,250,325,250,250,250,250,405,250,250,440,245,370,265,350
