,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層C,9.0,低層,C,,,
17.0/F中層C,17.0,中層,C,,,
24.0/F高層C,24.0,高層,C,,,
9.0/F低層D,9.0,低層,D,,,
17.0/F中層D,17.0,中層,D,,,
24.0/F高層D,24.0,高層,D,,,
9.0/F低層E,9.0,低層,E,,,
17.0/F中層E,17.0,中層,E,,,
24.0/F高層E,24.0,高層,E,,,
9.0/F低層F,9.0,低層,F,,,
17.0/F中層F,17.0,中層,F,,,
24.0/F高層F,24.0,高層,F,,,
9.0/F低層G,9.0,低層,G,,,
17.0/F中層G,17.0,中層,G,,,
24.0/F高層G,24.0,高層,G,,,
9.0/F低層L,9.0,低層,L,,,
17.0/F中層L,17.0,中層,L,,,
24.0/F高層L,24.0,高層,L,,,
9.0/F低層M,9.0,低層,M,,,
17.0/F中層M,17.0,中層,M,,,
24.0/F高層M,24.0,高層,M,,,
9.0/F低層O,9.0,低層,O,48103068,18318,2626
17.0/F中層O,17.0,中層,O,50968034,19409,2626
24.0/F高層O,24.0,高層,O,53475864,20364,2626
9.0/F低層U,9.0,低層,U,34640268,19266,1798
17.0/F中層U,17.0,中層,U,36817646,20477,1798
24.0/F高層U,24.0,高層,U,38721728,21536,1798
9.0/F低層X,9.0,低層,X,,,
17.0/F中層X,17.0,中層,X,,,
24.0/F高層X,24.0,高層,X,,,
9.0/F低層Y,9.0,低層,Y,,,
17.0/F中層Y,17.0,中層,Y,,,
24.0/F高層Y,24.0,高層,Y,,,
