,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,9228042,9673,954,380,3,NYL
16.0/F中層A,16.0,中層,A,9718398,10187,954,395,3,NYL
22.0/F高層A,22.0,高層,A,9996966,10479,954,383,3,NYL
7.0/F低層B,7.0,低層,B,6434480,10760,598,354,3,NYL
16.0/F中層B,16.0,中層,B,6618664,11068,598,395,4,NYL
22.0/F高層B,22.0,高層,B,6970886,11657,598,369,4,NYL
7.0/F低層C,7.0,低層,C,6339996,10602,598,395,3,NYL
16.0/F中層C,16.0,中層,C,6625242,11079,598,367,3,NYL
22.0/F高層C,22.0,高層,C,6816602,11399,598,340,3,NYL
7.0/F低層D,7.0,低層,D,9055232,9472,956,366,3,NYL
16.0/F中層D,16.0,中層,D,9500728,9938,956,379,3,NYL
22.0/F高層D,22.0,高層,D,10418488,10898,956,393,3,NYL
7.0/F低層E,7.0,低層,E,8175518,9958,821,333,4,NYL
16.0/F中層E,16.0,中層,E,8388978,10218,821,342,4,NYL
22.0/F高層E,22.0,高層,E,8793134,10493,838,343,4,NYL
7.0/F低層F,7.0,低層,F,5790024,11092,522,358,3,NYL
16.0/F中層F,16.0,中層,F,5992560,11480,522,366,3,NYL
22.0/F高層F,22.0,高層,F,6228504,11932,522,357,3,NYL
7.0/F低層G,7.0,低層,G,6198228,11874,522,378,3,NYL
16.0/F中層G,16.0,中層,G,6043194,11577,522,391,3,NYL
22.0/F高層G,22.0,高層,G,6298452,12066,522,357,3,NYL
7.0/F低層H,7.0,低層,H,7757712,9507,816,329,3,NYL
16.0/F中層H,16.0,中層,H,8057184,9874,816,384,3,NYL
22.0/F高層H,22.0,高層,H,8320752,10197,816,333,3,NYL
