,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
8.0,4488555,4109611,3978331,4045195,4058670,3864240,3262464,4861365,,,,4109611,,,,,,4109611,3924998,4058670,3264192,3262464,4923285,4823310
20.0,5466880,3912315,4089333,4084003,3988872,3184350,3246912,4981760,,,,4628532,,,,,,4132585,3997520,4013570,3277560,3228225,5122590,4970370
33.0,5023764,4097946,4213078,4189059,4151889,3307464,3349212,5058108,,,,4228680,,,,,,4228680,4138083,4108347,3359010,3349212,5142060,4969704
