,10,12,14,16,17,19,20,23,24,25,27,28,30,31,4,5,6
7.0,3767715,4014830,3767715,2481336,2481336,3767715,3767715,3795624,3856758,,,2481336,3767715,3767715,1949128,2481336,
17.0,3907703,4165665,3907703,2568192,2568192,3907703,3907703,3936498,3979912,,,2568192,3907703,3907703,2017180,2568192,
27.0,4064968,4340750,4064968,2655048,2655048,4064968,4064968,4092877,4121229,,,2655048,4064968,4064968,2085444,2655048,
