,14,16,19,20,27,31,33,5
6.0,3297996,3290350,3220497,3345090,3297996,3644613,3438342,3297996
10.0,3355209,3347050,3270120,3402924,3355209,3719889,3497751,3355209
15.0,3426111,3418100,3333666,3475038,3426111,3841290,3571920,3426111
