,1,2,3,4,5,6,7,78,8
4.0,6625710,6628635,6228360,5915160,6257160,6628635,6156000,12795840,5867640
10.0,6828705,6831630,6418980,6092820,6441435,6831630,6343380,13185720,6040980
16.0,7026435,7028775,6603660,6272640,6630390,7028775,6526980,13575600,6214860
