,A,B,C,D,E,F,G,H,J,K
6.0,10009,10211,9927,9842,10211,9908,9927,9927,9998,9850
14.0,10246,10396,10110,10023,10396,10151,10110,10110,10184,10044
23.0,10477,10595,10308,10223,10595,10388,10308,10308,10378,10252
