,1,10,11,12,13,14,15,16,17,17 & 18,18,2,3,4,5,6,7,8,810,9
2.0,9466,9693,9099,9466,9466,9443,10089,10273,10037,8149,9590,9590,9578,9590,9571,9667,9849,9696,9693,9425
5.0,9653,9885,9241,9653,9653,9633,10285,10427,10227,8319,9780,9780,9765,9780,9765,9858,10043,9603,9885,9611
8.0,9667,10036,9409,9836,9836,9813,9762,10624,10417,8481,9965,9965,9612,9965,9435,10009,10233,9786,10036,9768
