,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,4697616,12628,372,380,4,NTP
16.0/F中層A,16.0,中層,A,4939416,13278,372,323,3,NTP
27.0/F高層A,27.0,高層,A,5135460,13805,372,382,4,NTP
6.0/F低層B,6.0,低層,B,4773564,12303,388,351,4,NTP
16.0/F中層B,16.0,中層,B,5007140,12905,388,399,4,NTP
27.0/F高層B,27.0,高層,B,5252356,13537,388,390,4,NTP
6.0/F低層C,6.0,低層,C,4552850,12305,370,396,4,NTP
16.0/F中層C,16.0,中層,C,4706030,12719,370,355,3,NTP
27.0/F高層C,27.0,高層,C,4949120,13376,370,324,3,NTP
6.0/F低層D,6.0,低層,D,4713240,12670,372,322,4,NTP
16.0/F中層D,16.0,中層,D,4913376,13208,372,363,4,NTP
27.0/F高層D,27.0,高層,D,5018652,13491,372,369,4,NTP
6.0/F低層E,6.0,低層,E,4824690,12371,390,326,4,NTP
16.0/F中層E,16.0,中層,E,5057910,12969,390,369,4,NTP
27.0/F高層E,27.0,高層,E,5227170,13403,390,366,4,NTP
6.0/F低層F,6.0,低層,F,4761887,12631,377,323,4,NTP
16.0/F中層F,16.0,中層,F,4977908,13204,377,363,4,NTP
27.0/F高層F,27.0,高層,F,5152082,13666,377,362,4,NTP
6.0/F低層G,6.0,低層,G,5106214,12862,397,322,3,NTP
16.0/F中層G,16.0,中層,G,5362279,13507,397,346,3,NTP
27.0/F高層G,27.0,高層,G,5580629,14057,397,392,4,NTP
6.0/F低層H,6.0,低層,H,4952575,12475,397,321,4,NTP
16.0/F中層H,16.0,中層,H,5190775,13075,397,355,4,NTP
27.0/F高層H,27.0,高層,H,5372204,13532,397,337,4,NTP
6.0/F低層I,6.0,低層,I,4761887,12631,377,323,4,NTP
16.0/F中層I,16.0,中層,I,4991103,13239,377,357,4,NTP
27.0/F高層I,27.0,高層,I,5167539,13707,377,341,4,NTP
6.0/F低層J,6.0,低層,J,4842240,12416,390,384,4,NTP
16.0/F中層J,16.0,中層,J,5037630,12917,390,334,3,NTP
27.0/F高層J,27.0,高層,J,5256030,13477,390,389,4,NTP
