,1,2,3,4,5,6,7,8
6.0,6331592,7840104,5457984,4939434,6331592,7840104,5497912,5476392
17.0,6693820,8291664,5763086,5578650,6693820,8291664,5810392,5788134
28.0,7077420,8779008,6079038,5889978,7077420,8779008,6139798,6118092
