,1,10,106,11,114,115,12,13,14,15,16,2,3,4,5,6,7,8,9
3.0,7871524,7785963,7785963,7785963,7785963,7785963,7172405,7577195,7890141,7785963,8195141,7807980,7785963,7457200,7457200,7881012,7728504,7884892,8129415
6.0,7961758,7886919,7886919,7886919,7886919,7886919,7254805,7979410,8036742,7886919,8298743,7907325,7886919,7554535,7554535,7986264,7823553,8133871,8231346
9.0,7987937,7979820,7979820,7979820,7979820,7979820,7337205,8070565,8087757,7979820,8395661,7999689,7979820,7643115,7784740,8087220,7912158,8228004,8326593
