,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層A,9.0,低層,A,9932090,13930,713
25.0/F中層A,25.0,中層,A,10348800,14080,735
40.0/F高層A,40.0,高層,A,10371298,14546,713
9.0/F低層B,9.0,低層,B,10452490,13231,790
25.0/F中層B,25.0,中層,B,10912270,13813,790
40.0/F高層B,40.0,高層,B,11180080,14152,790
9.0/F低層C,9.0,低層,C,9063398,14642,619
25.0/F中層C,25.0,中層,C,9018830,14570,619
40.0/F高層C,40.0,高層,C,9374136,15144,619
9.0/F低層D,9.0,低層,D,9838400,13975,704
25.0/F中層D,25.0,中層,D,10021440,14235,704
40.0/F高層D,40.0,高層,D,10273472,14593,704
9.0/F低層E,9.0,低層,E,7054740,15270,462
25.0/F中層E,25.0,中層,E,7141134,15457,462
40.0/F高層E,40.0,高層,E,7366590,15945,462
9.0/F低層F,9.0,低層,F,6564271,15373,427
25.0/F中層F,25.0,中層,F,6829011,15993,427
40.0/F高層F,40.0,高層,F,6814493,15959,427
9.0/F低層G,9.0,低層,G,10768595,13213,815
25.0/F中層G,25.0,中層,G,10867210,13334,815
40.0/F高層G,40.0,高層,G,11063520,14040,788
9.0/F低層H,9.0,低層,H,9784499,13723,713
25.0/F中層H,25.0,中層,H,10217235,13901,735
40.0/F高層H,40.0,高層,H,10283599,14423,713
