,1,10,11,12,13,14,2,3,4,5,5 & 6,6,7,8,9
4.0,410,410,360,310,310,335,380,380,380,380,690,380,380,380,390
10.0,410,410,360,310,310,335,380,380,380,380,690,380,380,380,390
15.0,410,410,350,310,310,335,380,345,380,380,690,380,345,380,390
