,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
8.0,3083814,3086157,3253575,5787636,7051533,7051533,6410866,5774307,4864320,5857488,5787636,5870280,3086157,7326791,6983928,5629316,5822940,5857488,4869936,5787636
20.0,3444576,3460900,3604636,5021856,7654428,7728860,6304440,6405020,5320080,5256144,5021856,6508788,3391576,7971500,7654428,6274480,6236495,5256144,5354640,5021856
33.0,3547332,3863410,3969754,5580776,8419096,8500544,7061238,7111220,5706696,5800464,5580776,5535308,3793780,8706544,8353712,7061238,6888132,5643648,5690508,5580776
