,15,17,2,22,23,3,4,5,6,7
8.0,3776472,3776472,3776472,3776472,3776472,3773043,4644220,4666760,3793617,3776472
18.0,3899154,3899154,3899154,3899154,3899154,3896487,4798570,4822580,3917061,3899154
25.0,3989832,3989832,3989832,3989832,3989832,3986784,4909800,4934300,4008120,3989832
