,A,B,C,D,E,F,G,H,J,K,L,M
7.0,5868225,6700256,6045504,6725120,6687232,5417672,5465132,6668288,6719200,6687232,6687232,5820210
18.0,5928120,6324928,6128976,6284080,6292960,5412248,5576776,6332032,6284672,6292960,6292960,5899905
28.0,5897925,6410176,6314864,6366960,6366960,5395976,5453380,6459312,6749392,6366960,6366960,5974155
