,1,2,3,4,5,6,7
9.0,3542292,4399845,4587736,3611144,4410542,4448826,3823428
16.0,3744468,4672900,4854128,3827080,4529335,4653195,4006485
23.0,3930732,4823784,4931944,4044462,4785500,4788315,4172154
