,1,10,2,3,4,5,6,7,8,9
7.0,13545,11069,11091,13534,11354,11229,12979,11266,13400,11354
18.0,13765,11458,11858,13879,12267,11973,13467,11877,13787,12267
29.0,14206,11841,12014,14350,12340,12201,13901,12002,14280,12340
