,A,B,C,D,E,F,G
20.0,12740832,11222475,12603072,12306514,9793026,6989840,10507620
39.0,13710072,12497985,13607736,12637614,10623663,7537816,11424792
60.0,14258546,13346234,14297000,13231104,11270070,6898347,12144230
