,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,4383710,14141,310
8.0/F中層A,8.0,中層,A,4514840,14564,310
12.0/F高層A,12.0,高層,A,4623960,14916,310
3.0/F低層B,3.0,低層,B,4434615,14445,307
8.0/F中層B,8.0,中層,B,4494173,14639,307
12.0/F高層B,12.0,高層,B,4602851,14993,307
3.0/F低層C,3.0,低層,C,3776025,14925,253
8.0/F中層C,8.0,中層,C,3771218,14906,253
12.0/F高層C,12.0,高層,C,3861539,15263,253
3.0/F低層D,3.0,低層,D,3628779,14343,253
8.0/F中層D,8.0,中層,D,3737063,14771,253
12.0/F高層D,12.0,高層,D,3826878,15126,253
3.0/F低層E,3.0,低層,E,4347120,14160,307
8.0/F中層E,8.0,中層,E,4477288,14584,307
12.0/F高層E,12.0,高層,E,4585352,14936,307
3.0/F低層F,3.0,低層,F,4409440,14224,310
8.0/F中層F,8.0,中層,F,4539020,14642,310
12.0/F高層F,12.0,高層,F,4649070,14997,310
