,A,B,C,D,E,F,G,H,J,K
6.0,3747807,3765120,3778144,3953957,2885976,3159484,3736255,3724515,3159484,3024758
14.0,3857950,3875824,3897728,3857950,2972176,3252889,3846024,3833110,3252889,3098890
23.0,3974572,3993040,4007248,3974572,3061393,3351084,3962250,3948749,3351084,3189831
