,A,B,C,D,E,F,G,H
4.0,5824251,8758134,6282587,5852709,5785236,6385405,7695224,5694813
9.0,5966082,8981280,6236777,6098274,5931657,6635833,7709415,5843529
14.0,6111585,8940393,6591041,6190074,6075783,6698949,8069126,6022539
