,1,14,18,2,4,5,9
10.0,2009394,2373151,2375809,2375809,2614683,2642067,2593780
18.0,2079879,2461308,2464852,2464852,2711994,2742312,2690780
25.0,2142363,2539276,2485673,2543706,2798058,2830332,2776140
