,A,B,C,D,E,F,G
4.0,17687973,13991448,17547492,14659761,13047348,15455106,15279455
10.0,18473526,14661779,17899530,15246999,13760208,16153346,15973331
18.0,18477249,15460907,18898990,16033010,14506576,17070877,16908318
