,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
10.0,2766405,2794355,2788550,4249080,6101640,6083892,5817020,5669608,4317921,4672321,4581855,4237770,2830475,6108372,6083892,5817020,5817020,4742758,4346716,4561410
21.0,2961760,2993432,2985086,4272503,6368886,6439464,5469920,5696224,4560160,4374040,4458264,4225524,3035162,6379570,6439464,5536288,5604832,4345440,4369200,4433266
32.0,3028434,3044409,3060171,4397673,6458733,6626736,5685584,5820084,4703568,4575384,4616724,4438238,3044409,6535569,6532299,5635840,5761980,4445456,4499084,4602206
