,1,10,11,12,13,14,2,3,4,5,6,7,8,9
7.0,8590,10986,11030,10454,10386,10692,11017,10609,11549,10386,10168,10861,11023,9789
15.0,9070,9765,11541,11009,10944,10971,9155,9528,11485,10944,10547,11431,9158,9192
23.0,9474,9661,12124,11802,12065,11793,9590,11314,12065,11691,11218,12001,9581,9627
