,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,5645388,9601,588,365,3,ISL
11.0/F中層A,11.0,中層,A,6158712,10474,588,334,3,ISL
18.0/F高層A,18.0,高層,A,6094620,10365,588,350,3,ISL
4.0/F低層B,4.0,低層,B,5895876,10027,588,388,4,ISL
11.0/F中層B,11.0,中層,B,6060516,10307,588,327,3,ISL
18.0/F高層B,18.0,高層,B,6132252,10429,588,400,4,ISL
4.0/F低層BC,4.0,低層,BC,,,,,,ISL
11.0/F中層BC,11.0,中層,BC,,,,,,ISL
18.0/F高層BC,18.0,高層,BC,,,,,,ISL
4.0/F低層C,4.0,低層,C,5856480,9960,588,330,3,ISL
11.0/F中層C,11.0,中層,C,6119904,10408,588,378,4,ISL
18.0/F高層C,18.0,高層,C,6236328,10606,588,366,4,ISL
4.0/F低層D,4.0,低層,D,6052872,10294,588,340,3,ISL
11.0/F中層D,11.0,中層,D,6223392,10584,588,359,3,ISL
18.0/F高層D,18.0,高層,D,6385092,10859,588,337,3,ISL
4.0/F低層E,4.0,低層,E,4128317,9319,443,369,3,ISL
11.0/F中層E,11.0,中層,E,3810686,8602,443,343,3,ISL
18.0/F高層E,18.0,高層,E,3924094,8858,443,338,3,ISL
4.0/F低層F,4.0,低層,F,3998961,9027,443,331,3,ISL
11.0/F中層F,11.0,中層,F,4437088,10016,443,364,3,ISL
18.0/F高層F,18.0,高層,F,4726810,10670,443,385,4,ISL
