,A,B,C,D,E,F,G,H,J,K,L,M
7.0,11406,11240,11053,11053,11297,11421,11324,11421,11039,11113,11515,11353
18.0,11949,11603,11421,11421,11646,11804,11683,11804,11524,11633,12045,11712
28.0,12259,10068,11930,11930,12171,12350,12220,12350,11758,11872,12532,12249
