,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8
7.0,4091520,3932656,3953378,3659810,3659810,3341028,3182983,4102200,3956383,3943136,3780310,3637172,3383462,3305445,4464690
22.0,4672640,3828464,4027768,3919945,3869928,3361379,3360357,4176640,4518318,4008100,3840230,3765454,3588271,3343626,4781440
34.0,4199680,4042768,4067700,3831670,3898071,3575714,3519945,4219860,4100623,4055200,4093479,3820014,3761904,3496182,4949760
