,10,11,12,13,14,3,4,6,7,9
7.0,6169,6182,6179,6143,6187,6180,6183,6180,6182,6209
15.0,6495,6508,6438,6524,6515,6507,6564,6507,6508,5344
22.0,6836,6848,6789,6873,6873,6867,6869,6867,6857,6893
