,A,B,C,D,E,F,G
7.0,5744375,5733000,5809888,5902772,5778899,5678568,5440870
12.0,5836790,5827248,5923330,5993770,5894896,5778864,5664080
17.0,5946375,5609520,5898984,6116328,5985854,5878656,5755485
