,A,B,C,D,E,F,G,H,J,K
6.0,10090683,6001376,5739065,5278893,4859400,4770135,6690168,5501440,5840180,10089197
15.0,8162598,5984880,5916736,5379349,5189745,4939825,7074365,5715143,5994150,8157397
22.0,8522953,6378692,5572054,5736192,5100768,5082256,7348544,5799756,5763195,8456083
