,A,B,C,D,E,F,G
5.0,6096588,5985945,6199305,6891115,5010666,6745073,4845042
9.0,6245898,6132885,6352416,7059283,5134572,6910024,3833508
13.0,6392838,6277035,6501180,7225295,5255776,7072340,3925158
