,1,15,18,19,23,3,4,5,6,7,9
9.0,381,381,381,381,381,381,490,490,381,381,381
18.0,381,381,381,381,381,381,490,490,381,381,381
26.0,381,381,381,381,381,381,490,490,381,381,381
