,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
7.0,5907198,5541870,5541870,4823910,5007912,3934992,4513590,5007912,5492178,5673372,4990440,5023746,3958206,3931050,5007912,5907198
20.0,6568035,6171102,6171102,5156424,5443001,4126845,4137720,5494944,6222357,6190398,5402967,5442460,4113258,4164690,5443001,6605522
32.0,6746240,5887310,6386976,5348796,5371392,4381527,4295793,5371392,6337604,6485908,5371392,5442460,4306185,4314412,5371392,6746240
