,1,2,3,4,5,6,7,8
7.0,5622356,6181628,6132980,4802383,4956530,6130200,6283737,5593203
15.0,5774895,6249900,6208027,4997323,5087934,6371430,6400188,5985693
23.0,5884704,6487346,6534059,5167354,5242442,6611640,6641298,5983047
