,1,2,3,4,5,6,7,8
8.0,5846100,5802550,4228136,4415862,5855200,5723900,4491256,4491256
20.0,6048250,6147050,4506436,4703270,5935800,6040450,4721992,4721992
34.0,6221150,6291350,4948174,5035712,6305000,6165250,4953740,4953740
