,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
9.0/F低層A,9.0,低層,A,50136548,27412,1829,107,1,KHMT
16.0/F中層A,16.0,中層,A,53745165,29385,1829,97,1,KHMT
21.0/F高層A,21.0,高層,A,56356680,30796,1830,89,1,KHMT
9.0/F低層A-C,9.0,低層,A-C,,,,,,KHMT
16.0/F中層A-C,16.0,中層,A-C,,,,,,KHMT
21.0/F高層A-C,21.0,高層,A-C,,,,,,KHMT
9.0/F低層B,9.0,低層,B,24255119,20029,1211,380,3,KHMT
16.0/F中層B,16.0,中層,B,26087362,21542,1211,363,3,KHMT
21.0/F高層B,21.0,高層,B,27302008,22601,1208,341,3,KHMT
9.0/F低層C,9.0,低層,C,27735408,22884,1212,187,2,KHMT
16.0/F中層C,16.0,中層,C,29661276,24473,1212,178,2,KHMT
21.0/F高層C,21.0,高層,C,31051020,25662,1210,165,2,KHMT
