,1,10,11,2,3,4,5,6,7,9
2.0,3066210,3087546,3256350,2528160,3401460,3162000,3098090,3020850,3258920,3087095
3.0,3081282,3101527,3271650,2539545,3417660,3176415,3105210,3033000,3273855,3101527
4.0,3094941,3115508,3286950,2550585,3433860,3071790,3119005,3047400,3143152,3115508
