,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,6765184,12436,544
16.0/F中層A,16.0,中層,A,7012704,12891,544
27.0/F高層A,27.0,高層,A,8515232,15653,544
6.0/F低層B,6.0,低層,B,7766860,14330,542
16.0/F中層B,16.0,中層,B,7971736,14708,542
27.0/F高層B,27.0,高層,B,8418344,15532,542
6.0/F低層C,6.0,低層,C,7765056,14274,544
16.0/F中層C,16.0,中層,C,8065888,14827,544
27.0/F高層C,27.0,高層,C,8498368,15622,544
6.0/F低層D,6.0,低層,D,7192768,13222,544
16.0/F中層D,16.0,中層,D,7565952,13908,544
27.0/F高層D,27.0,高層,D,8038688,14777,544
6.0/F低層E,6.0,低層,E,9280584,14778,628
16.0/F中層E,16.0,中層,E,9389228,14951,628
27.0/F高層E,27.0,高層,E,10132780,16135,628
6.0/F低層F,6.0,低層,F,9246020,14770,626
16.0/F中層F,16.0,中層,F,9353692,14942,626
27.0/F高層F,27.0,高層,F,10094876,16126,626
6.0/F低層G,6.0,低層,G,9449470,15095,626
16.0/F中層G,16.0,中層,G,9674204,15454,626
27.0/F高層G,27.0,高層,G,9904572,15822,626
6.0/F低層H,6.0,低層,H,9360968,14906,628
16.0/F中層H,16.0,中層,H,9701972,15449,628
27.0/F高層H,27.0,高層,H,10089448,16066,628
