,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,47852218,31859,1502,225,2,KKAI
2.0/F中層A,2.0,中層,A,47852218,31859,1502,225,2,KKAI
2.0/F高層A,2.0,高層,A,47852218,31859,1502,225,2,KKAI
2.0/F低層C,2.0,低層,C,46326816,31644,1464,225,2,KKAI
2.0/F中層C,2.0,中層,C,46326816,31644,1464,225,2,KKAI
2.0/F高層C,2.0,高層,C,46326816,31644,1464,225,2,KKAI
