,1,2,3,4,5,6,7,8
8.0,7015041,6850844,7015041,6989730,7015041,6699627,6308280,7015041
20.0,7376534,7089027,7376534,7350574,5828020,6978697,6110335,7376534
33.0,6154467,7540082,6154467,6127209,6181725,6374478,6331644,6154467
