,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,22D,2A,3,4,5,6,7,8,9,9A
3.0,3003548,6516777,3480834,4396665,3480834,4396665,3359660,4257435,,4324775,4781936,4148176,3721826,3728391,8736111,,4396665,4025085,4393480,3480834,4396665,3480834,4231045,3521646,3482624
8.0,3210441,6728574,3622244,4578210,3622244,4578210,3495638,4437160,,4508595,4977856,4319376,3873098,3821532,9087930,,4578210,4175730,4575935,3622244,4578210,3622244,4421690,3632626,3624750
12.0,3198234,6935478,3482266,4608695,3736088,4608695,3562416,4575480,,4653740,5136080,4353616,3994574,4004670,9367290,,4608695,4239225,4623255,3594555,4608695,3736088,4569110,3746470,3738594
