,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層10,4.0,低層,10,52671360,27433,1920
6.0/F中層10,6.0,中層,10,53381760,27803,1920
9.0/F高層10,9.0,高層,10,54447360,28358,1920
4.0/F低層11,4.0,低層,11,52671360,27433,1920
6.0/F中層11,6.0,中層,11,53381760,27803,1920
9.0/F高層11,9.0,高層,11,54447360,28358,1920
4.0/F低層12,4.0,低層,12,52671360,27433,1920
6.0/F中層12,6.0,中層,12,53381760,27803,1920
9.0/F高層12,9.0,高層,12,54447360,28358,1920
4.0/F低層15,4.0,低層,15,54574080,28424,1920
6.0/F中層15,6.0,中層,15,55342080,28824,1920
9.0/F高層15,9.0,高層,15,56472960,29413,1920
4.0/F低層16,4.0,低層,16,49560960,25813,1920
6.0/F中層16,6.0,中層,16,50179200,26135,1920
9.0/F高層16,9.0,高層,16,51156480,26644,1920
4.0/F低層23,4.0,低層,23,55116551,27517,2003
6.0/F中層23,6.0,中層,23,55857661,27887,2003
9.0/F高層23,9.0,高層,23,56973332,28444,2003
4.0/F低層3,4.0,低層,3,52671360,27433,1920
6.0/F中層3,6.0,中層,3,53381760,27803,1920
9.0/F高層3,9.0,高層,3,54447360,28358,1920
4.0/F低層6,4.0,低層,6,52671360,27433,1920
6.0/F中層6,6.0,中層,6,53381760,27803,1920
9.0/F高層6,9.0,高層,6,54447360,28358,1920
4.0/F低層APT 8,4.0,低層,APT 8,52671360,27433,1920
6.0/F中層APT 8,6.0,中層,APT 8,53381760,27803,1920
9.0/F高層APT 8,9.0,高層,APT 8,54447360,28358,1920
