,10,12,14,15,16,17,18,19,2,20,22,25,27,29,31,4,5,6,7,8
8.0,3303235,3613250,3372655,3353520,3976713,3336855,3080735,3260960,3058040,3613250,3345065,,2046822,3285435,2806446,,,,,
18.0,3275200,3775240,3231145,3333050,4149405,3258630,3246275,3244050,3222245,3775240,3231145,,2153355,3231145,2811399,,,,,
29.0,3432285,3973120,3414930,3514165,4365803,3457300,3430950,3426055,3406475,3973120,3414930,,2270301,3428280,2970276,,,,,
