,A,B,C,D,E,F,G,H,J,K
4.0,7276864,7117616,7173264,7173264,4905211,5712168,7173264,7173264,5771216,4931071
11.0,7450912,7302320,7360336,7360336,5031925,5859304,7360336,7360336,5922708,5059078
19.0,7656336,7513072,7577008,7577008,5176741,6028704,7577008,7577008,6088236,5205618
