,1,2,3,4,5,6,7,8
7.0,8430500,8369400,8099650,8383050,8673600,8369400,8369400,8422700
20.0,9172150,9138350,8770450,9119500,9023300,9138350,9138350,9181250
33.0,9710350,9428250,9176700,9497150,9332050,9428250,9428250,9510150
