,A,B,C,D,E,F,G,H,J,K
7.0,6316017,5264468,5362720,6794727,6394420,4831510,4930024,5258176,4828089,6827480
21.0,6889287,5439676,5667640,7045902,6913620,4972447,5432900,5458068,5022801,6786180
34.0,7051221,5880600,6006440,7306533,7061120,5135796,5855916,5816228,5394718,7076460
