,1,10,103,107,11,12,13,14,15,16,2,3,4,5,6,7,8,9
3.0,8483667,7311792,7311792,7661220,7120620,7738905,7870745,7311792,7414896,7637584,7538406,7311792,7601915,7712125,8089368,6945180,7550692,7550692
6.0,7745085,7355826,7355826,7751490,7209225,7830060,7980955,7355826,7386972,7845902,7617882,7355826,7778560,7813580,8083461,7392342,7745085,7745085
10.0,7937188,8250468,8250468,7872870,7319310,7953145,8263690,8250468,8198916,7989608,8337462,8372367,7902160,7949540,8050167,7840200,7972341,7972341
