,A,B,C,D,E,F,G,H,J,K
8.0,13468,14095,14445,14525,14632,13400,14742,11372,15526,13704
18.0,14023,15534,15395,15311,15352,14052,14808,15758,15321,14789
28.0,15380,15724,15368,15982,16009,14488,15700,15850,15082,14909
