,A,B,C,D,E,F,G,H,J,K,L,M
5.0,7767892,6754704,5671764,6536256,6549004,7865676,7829220,7804934,5915910,5917626,7854158,7749819
12.0,8128769,6944432,5880078,6737800,6671456,8217888,8192016,8166496,6075498,6120543,8157120,8059392
20.0,8429597,7225152,6136956,6918576,6905228,8519532,8494836,8468286,6313593,6293001,8492898,8399864
