,A,B,C,D,E,F,G
17.0,8941914,8795248,8126976,8695200,8176320,7764112,8235381
33.0,9320022,9424546,8780100,8372880,8653680,8861675,8212694
50.0,9491916,9892086,9718272,9164464,9194416,9949726,9221108
