,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,22D,2A,3,4,5,6,7,8,9,9A
3.0,313,699,358,455,358,455,346,455,,455,496,428,382,393,873,,455,415,455,358,455,358,455,358,358
8.0,313,699,358,455,358,455,346,455,,455,496,428,382,393,873,,455,415,455,358,455,358,455,358,358
12.0,313,699,358,455,358,455,346,455,,455,496,428,382,393,873,,455,415,455,345,455,358,455,358,358
