,1,10,2,3,4,5,6,7,8,9
4.0,12459,12553,11417,11753,12459,12262,12270,12141,13386,12363
8.0,12610,12683,12615,11863,12610,12392,12399,13163,13176,13213
12.0,12286,12804,12750,11725,12745,12509,13178,12192,13721,13365
