,10,11,12,13,14,15,6,7
6.0,5474,5086,5465,5528,5470,5387,5501,5922
12.0,5652,5232,5638,5707,5707,5562,5680,6112
20.0,5401,5417,5517,5450,5450,5320,5484,6355
