,A,B,C,D,E,F,G,H
3.0,5175087,6221504,6230988,4912983,5870676,6230988,6139008,5870676
7.0,5109072,6328881,6328881,5001003,5986860,6328881,6199452,5986860
10.0,5384868,6418890,6732279,5075331,6074280,6418890,6326253,6074280
