,A,B,C,D,E,F,G,H,J,K
6.0,18760,18695,17680,19153,18653,18670,18745,17788,17726,18290
16.0,20129,18691,19401,19946,19777,19852,19306,18419,18927,19977
23.0,20052,19196,19457,19449,19889,19910,19938,19256,19102,20084
