,A,B,C,D,E,F,G,H
5.0,6254878,8700120,6078435,4969759,4863333,6053751,8742240,6322036
9.0,6377140,8629140,6202416,4903976,4880931,6149682,8893560,6426504
13.0,6414450,8792940,6325275,5139035,5045179,6267492,9049560,6541878
