,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,12964432,16328,794
16.0/F中層A,16.0,中層,A,13238362,16673,794
24.0/F高層A,24.0,高層,A,13959314,17581,794
7.0/F低層B,7.0,低層,B,12255390,15435,794
16.0/F中層B,16.0,中層,B,12881856,16224,794
24.0/F高層B,24.0,高層,B,13440832,16928,794
7.0/F低層C,7.0,低層,C,12598470,16090,783
16.0/F中層C,16.0,中層,C,12881133,16451,783
24.0/F高層C,24.0,高層,C,13774536,17592,783
7.0/F低層D,7.0,低層,D,11982249,15303,783
16.0/F中層D,16.0,中層,D,12728448,16256,783
24.0/F高層D,24.0,高層,D,13225653,16891,783
7.0/F低層E,7.0,低層,E,12434040,15660,794
16.0/F中層E,16.0,中層,E,11967962,15073,794
24.0/F高層E,24.0,高層,E,12697648,15992,794
7.0/F低層F,7.0,低層,F,12398310,15615,794
16.0/F中層F,16.0,中層,F,12623806,15899,794
24.0/F高層F,24.0,高層,F,13347140,16810,794
7.0/F低層G,7.0,低層,G,12841200,16400,783
16.0/F中層G,16.0,中層,G,13091760,16720,783
24.0/F高層G,24.0,高層,G,13685274,17478,783
7.0/F低層H,7.0,低層,H,12369051,15797,783
16.0/F中層H,16.0,中層,H,12853728,16416,783
24.0/F高層H,24.0,高層,H,13292208,16976,783
